"verbatimScientificName","taxon_name","taxon_authors","LL","UL","IUCN"
"Spiraea cantoniensis Lour.","Spiraea cantoniensis","Lour.",1900,2100,"LC"
"Rubus foliolatus Hal??????csy",NA,NA,1150,2650,"NE"
"Rubus foliolatus Hal??????csy","Rubus pallidus","Weihe",1150,2650,"NE"
"Rubus foliolatus Hal??????csy","Rubus vastus","(Sabr.) Hayek",1150,2650,"NE"
"Flacourtia indica (Burm. fil.) Merr.","Flacourtia indica","(Burm.f.) Merr.",1140,1440,"LC"
"Salix pycnostachya Anderss.","Salix pycnostachya","Andersson",1000,3000,"LC"
"Ravenia spectabilis (Lindl.) Planch. ex Griseb.","Ravenia spectabilis","(Lindl.) Engl.",300,700,"NE"
"Spermacoce pusilla Wall.","Spermacoce pusilla","Wall.",2200,2300,"NE"
"Dictamnus albus L.","Dictamnus albus","L.",0,2900,"NE"
"Salix denticulata Andersson","Salix denticulata","Andersson",1200,2800,"NE"
"Sibbaldia parviflora Willd.","Sibbaldia parviflora","Willd.",1250,3650,"NE"
"Skimmia anquetilia N.P. Taylor & H.K. Airy Shaw","Skimmia anquetilia","N.P.Taylor & Airy Shaw",750,2250,"NE"
"Viscum liquidambaricola Hayata","Viscum liquidambaricola","Hayata",1150,1350,"NE"
"Potentilla supina L.","Potentilla supina","L.",1550,1850,"LC"
"Pyrus communis L.","Pyrus communis","L.",1100,1900,"LC"
"Murraya paniculata (L.) Jacq.","Murraya paniculata","(L.) Jack",650,750,"NE"
"Galium cryptanthum Hemsl.","Galium cryptanthum","Hemsl.",100,2600,"NE"
"Rosa webbiana Wall.","Rosa webbiana","Wall. ex Royle",1500,3000,"NE"
"Oldenlandia verticillata L.","Scleromitrion verticillatum","(L.) R.J.Wang",925,1075,"NE"
"Haldina cordifolia (Roxb.) Ridsdale","Adina cordifolia","(Roxb.) Brandis",575,725,"NE"
"Aegle marmelos (L.) Correa","Aegle marmelos","(L.) Corrêa",700,800,"NT"
"Citrus jambhiri Lush.","Citrus × taitensis","Risso",300,700,"NE"
"Sorbus microphylla (Wall. ex J. D. Hooker) Wenzig","Sorbus microphylla","(Wall. ex Hook.f.) Wenz.",750,3750,"NE"
"Galium boreale L.","Galium boreale","L.",100,3000,"NE"
"Sorbus tianschanica Rupr.","Sorbus tianschanica","Rupr.",600,2600,"LC"
"Meliosma simplicifolia (Roxb.) Walp.","Meliosma simplicifolia","(Roxb.) Walp.",1150,1350,"NE"
"Asperula brachyantha Boiss.","Asperula brachyantha","Boiss.",350,3350,"NE"
"Potentilla microphylla NA",NA,NA,1300,3800,"NE"
"Potentilla microphylla NA","Argentina microphylla","(D.Don) Soják",1300,3800,"NE"
"Potentilla microphylla NA","Potentilla reptans var. reptans",NA,1300,3800,"NE"
"Boenninghausenia albiflora (Hook.) Rchb. ex Meisn.","Boenninghausenia albiflora","(Hook.) Rchb. ex Meisn.",1450,1850,"NE"
"Meliosma thomsonii King ex Brandis","Meliosma thomsonii","King ex Brandis",841.5,1291.5,"NE"
"Sibbaldia micropetala (D. Don) Hand.-Mazz.","Argentina micropetala","(D.Don) Soják",704.5,3295.5,"NE"
"Mitragyna parvifolia (Roxb.) Korth.","Mitragyna parvifolia","(Roxb.) Korth.",425,575,"NE"
"Paederia foetida L.","Paederia foetida","L.",850,950,"NE"
"Spermacoce hispida L.","Spermacoce hispida","L.",500,1000,"NE"
"Rosa ??????alba L.",NA,NA,NA,NA,"NE"
"Leptodermis lanceolata Wall.","Leptodermis lanceolata","Wall.",1250,2250,"NE"
"Rubia infundibularis Hemsl. & Lace","Rubia infundibularis","Hemsl. & Lace",NA,NA,"NE"
"Potentilla recta L.","Potentilla recta","L.",NA,NA,"NE"
"Spiraea arcuata Hook. fil.","Spiraea arcuata","Hook.f.",1450,3450,"NE"
"Potentilla fulgens Wall. ex Hook.","Potentilla fulgens","Wall. ex Sims",2200,2600,"NE"
"Potentilla fulgens Wall. ex Hook.",NA,NA,2200,2600,"NE"
"Sibbaldia cuneata Hornem. ex Kuntze","Sibbaldia cuneata","Edgew.",1500,3000,"NE"
"Spiraea bella Sims","Spiraea bella","Sims",1350,2850,"NE"
"Oldenlandia diffusa (Willd.) Roxb.","Scleromitrion diffusum","(Willd.) R.J.Wang",600,900,"LC"
"Cotoneaster pruinosus Klotz","Cotoneaster nummularius","Fisch. & C.A.Mey.",NA,NA,"NE"
"Salix furcata Tausch","Salix × rubra","Huds.",457.5,3505.5,"NE"
"Salix furcata Tausch","Salix fruticulosa","Andersson",457.5,3505.5,"NE"
"Rubus biflorus Buch.-Ham. ex Sm.","Rubus biflorus","Buch.-Ham. ex Sm.",759.5,2740.5,"NE"
"Pavetta tomentosa Roxb. ex Sm.","Pavetta tomentosa","Roxb. ex Sm.",675,825,"NE"
"Wendlandia heynei (Schult.) Santapau & Merchant","Wendlandia heynei","(Schult.) Santapau & Merchant",850,1000,"NE"
"Rubus chambicus Rolfe","Rubus chambicus","Rolfe",NA,NA,"NE"
"Wendlandia puberula DC.","Wendlandia puberula","DC.",1050,1450,"NE"
"Rosa foetida J. Herrm.","Rosa tomentosa","Sm.",NA,NA,"NE"
"Rosa foetida J. Herrm.","Rosa tomentosa","Sm.",NA,NA,"NE"
"Rosa foetida J. Herrm.",NA,NA,NA,NA,"NE"
"Rosa foetida J. Herrm.","Rosa foetida","Herrm.",NA,NA,"NE"
"Rubia tibetica Hook.f.","Rubia tibetica","Hook.f.",NA,NA,"NE"
"Malus domestica Borkh.","Malus domestica","(Suckow) Borkh.",1000,2000,"NE"
"Rubia himalayensis Klotzsch","Rubia himalayensis","Klotzsch",NA,NA,"NE"
"Rosa moschata J. Herrmann","Rosa moschata","Herrm.",995.5,1595.5,"NE"
"Galium elegans Wall. ex Roxb.","Galium elegans","Wall.",1650,1850,"NE"
"Galium elegans Wall. ex Roxb.","Galium × jarynae","Wol.",1650,1850,"NE"
"Pyrus lindleyi Rehd.","Pyrus pyrifolia","(Burm.f.) Nakai",NA,NA,"NE"
"Himalrandia tetrasperma (Wall. ex Roxb.) T.Yamaz.","Himalrandia tetrasperma","(Wall. ex Roxb.) T.Yamaz.",1200,1800,"NE"
"Prunus avium (L.) L.","Prunus avium","(L.) L.",NA,NA,"LC"
"Sorbaria tomentosa (Lindl.) Rehd.","Sorbaria tomentosa","(Lindl.) Rehder",1079,2579,"NE"
"Rosa damascena P. Mill.","Rosa × damascena","Herrm.",NA,NA,"NE"
"Galium verum L.","Galium verum","L.",950,2650,"NE"
"Argostemma sarmentosum Wall.","Argostemma sarmentosum","Wall.",900,1200,"NE"
"Potentilla kleiniana Wight & Arn.","Potentilla sundaica","(Blume) W.Theob.",1300,1700,"NE"
"Sorbus lanata (D. Don) Schauer","Griffitharia lanata","(D.Don) Rushforth",450,2950,"LC"
"Sorbus lanata (D. Don) Schauer",NA,NA,450,2950,"LC"
"Sorbus lanata (D. Don) Schauer",NA,NA,450,2950,"LC"
"Cotoneaster cashmiriensis Klotz","Cotoneaster microphyllus","Wall. ex Lindl.",NA,NA,"NE"
"Rosa corymbifera Borkh.","Rosa corymbifera","Borkh.",NA,NA,"NE"
"Rosa indica L.","Rosa indica","L.",200,1600,"NE"
"Cotoneaster transcaucasicus Pojark.","Cotoneaster transcaucasicus","Pojark.",609.5,2743.5,"LC"
"Galium hypocarpium (L.) Endl. ex Griseb.","Galium hypocarpium","(L.) Endl. ex Griseb.",NA,NA,"NE"
"Cydonia oblonga Mill.","Cydonia oblonga","Mill.",NA,NA,"LC"
"Casearia tomentosa Roxb.","Casearia tomentosa","Roxb.",1150,1350,"NE"
"Galium serpylloides Royle ex Hook.f.","Galium serpylloides","Royle ex Hook.f.",900,3100,"NE"
"Kohautia gracilis (Wall.) DC.","Kohautia gracilis","(Wall.) DC.",850,1150,"NE"
"Potentilla multifida L.","Potentilla multifida","L.",1300,4200,"NE"
"Galium odoratum (L.) Scop.","Galium odoratum","(L.) Scop.",NA,NA,"NE"
"Rubia cordifolia L.","Rubia cordifolia","L.",1619,2381,"NE"
"Potentilla monanthes Wall.","Potentilla monanthes","Lindl. ex Lehm.",750,3750,"NE"
"Potentilla monanthes Wall.",NA,NA,750,3750,"NE"
"Potentilla monanthes Wall.","Potentilla monanthes var. monanthes",NA,750,3750,"NE"
"Prunus jacquemontii Hook. fil.","Prunus jacquemontii","Hook.f.",305,3201,"NE"
"Cotoneaster humilis Dunn","Cotoneaster integerrimus","Medik.",NA,NA,"NE"
"Potentilla sundaica (Bl.) Kuntze","Potentilla sundaica","(Blume) W.Theob.",950,1550,"NE"
"Rubus vestitus Weihe & Nees",NA,NA,350,2350,"NE"
"Rubus vestitus Weihe & Nees","Rubus vestitus","Weihe",350,2350,"NE"
"Potentilla biflora Willd. ex Schltdl.","Potentilla biflora","D.F.K.Schltdl.",1150,4650,"NE"
"Rubus niveus Thunb.","Rubus niveus","Thunb.",1603,1903,"NE"
"Asperula oppositifolia Regel & Schmalh.","Asperula oppositifolia","Regel & Schmalh.",0,3800,"NE"
"Spiraea canescens D. Don","Spiraea canescens","D.Don",1250,2750,"LC"
"Kerria japonica (L.) DC.","Kerria japonica","(L.) DC.",1400,1600,"NE"
"Rubus ellipticus Smith","Rubus ellipticus","Sm.",1050,1450,"LC"
"Filipendula vestita (Wall. ex G. Don) Maxim.","Filipendula vestita","(Wall. ex G.Don) Maxim.",1000,3000,"NE"
"Prunus cornuta (Wall. ex Royle) Steud.","Prunus cornuta","(Wall. ex Royle) Steud.",1000,2500,"NE"
"Citrus aurantium NA","Citrus × aurantium","L.",350,850,"NE"
"Cotoneaster stracheyi Klotz","Cotoneaster acuminatus","Lindl.",NA,NA,"NE"
"Sibbaldia purpurea Royle","Potentilla purpurea","(Royle) Hook.f.",1200,4400,"NE"
"Rhamnus triqueter (Wall.) Lawson","Rhamnus triquetra","(Wall.) Brandis",867,1267,"NE"
"Cotoneaster acuminatus Lindl.","Cotoneaster acuminatus","Lindl.",1250,2750,"NE"
"Rosa macrophylla Lindl.","Rosa macrophylla","Lindl.",1250,2750,"NE"
"Prunus cerasifera Ehrh.","Prunus cerasifera","Ehrh.",200,1900,"DD"
"Galium asperifolium Wall.","Galium asperifolium","Wall.",1700,2300,"NE"
"Thalictrum secundum Edgew.","Thalictrum secundum","Edgew.",1150,3150,"NE"
"Spiraea vaccinifolia Lodd.","Spiraea gracilis","Maxim.",714.5,2085.5,"NE"
"Spiraea vaccinifolia Lodd.","Spiraea vacciniifolia","D.Don",714.5,2085.5,"NE"
"Spiraea vaccinifolia Lodd.","Spiraea crenata subsp. crenata",NA,714.5,2085.5,"NE"
"Crataegus songarica C. Koch","Crataegus songarica","K.Koch",750,1250,"NE"
"Agrimonia parviflora Soland. ex Ait.","Agrimonia rostellata","Wallr.",1000,2000,"NE"
"Agrimonia parviflora Soland. ex Ait.","Agrimonia parviflora","Aiton",1000,2000,"NE"
"Potentilla nepalensis Hook.","Potentilla nepalensis","Hook.",1750,3250,"NE"
"Galium confertum Royle ex Hook.f.","Galium confertum","Royle ex Hook.f.",NA,NA,"NE"
"Pyracantha crenulata (D. Don) M. Roemer","Pyracantha crenulata","(D.Don) M.Roem.",995.5,1604.5,"NE"
"Pyracantha crenulata (D. Don) M. Roemer","Pyracantha crenulata","(D.Don) M.Roem.",995.5,1604.5,"NE"
"Potentilla atrosanguinea Raf.",NA,NA,1250,3250,"NE"
"Rubus ulmifolius Schott","Rubus ulmifolius","Schott",950,1350,"NE"
"Aruncus dioicus (Walter) Fern.","Aruncus dioicus","(Walter) Fernald",850,3150,"NE"
"Prunus armeniaca L.","Prunus armeniaca","L.",1000,2500,"DD"
"Galium asperuloides Edgew.","Galium asperuloides","Edgew.",850,2350,"NE"
"Rosa sericea Lindl.","Rosa sericea","Lindl.",1690,2910,"NE"
"Rubus irritans Focke","Rubus irritans","Focke",620,4580,"NE"
"Thalictrum chelidonii DC.","Thalictrum chelidonii","DC.",1285,3285,"NE"
"Rubus saxatilis L.","Rubus saxatilis","L.",0,3353,"NE"
"Prunus cerasoides D. Don","Prunus campanulata","Maxim.",1250,1850,"LC"
"Prunus cerasoides D. Don","Prunus cerasoides","Buch.-Ham. ex D.Don",1250,1850,"LC"
"Ziziphus hysudricus (Edgew.) Hole","Ziziphus mauritiana var. mauritiana",NA,NA,NA,"NE"
"Rubus paniculatus Sm.","Rubus paniculatus","Sm.",1450,1650,"NE"
"Ranunculus natans C. A. Meyer","Ranunculus hydrocharoides","A.Gray",736.5,3836.5,"NE"
"Ranunculus natans C. A. Meyer","Ranunculus natans","C.A.Mey.",736.5,3836.5,"NE"
"Rhamnus procumbens Edgew.","Rhamnus procumbens","Edgew.",750,2250,"NE"
"Cotoneaster meuselii Klotz","Cotoneaster integrifolius","(Roxb.) G.Klotz",650,2750,"NE"
"Potentilla argyrophylla Wall.","Potentilla argyrophylla","Wall. ex Lehm.",1300,3300,"NE"
"Prunus prostrata Labill.","Prunus prostrata","Labill.",300,2000,"LC"
"Potentilla gerardiana Lindl.",NA,NA,1250,2250,"NE"
"Potentilla gerardiana Lindl.","Potentilla gerardiana","Lindl. ex Lehm.",1250,2250,"NE"
"Potentilla sericea L. Lehm.","Potentilla sericea","L.",1512.5,3212.5,"NE"
"Potentilla sericea L. Lehm.","Potentilla alchimilloides subsp. alchimilloides",NA,1512.5,3212.5,"NE"
"Potentilla sericea L. Lehm.","Argentina anserina subsp. anserina",NA,1512.5,3212.5,"NE"
"Malus baccata (L.) Borkh.","Malus baccata","(L.) Borkh.",1100,2900,"LC"
"Cotoneaster aitchisonii C. K. Schneider","Cotoneaster aitchisonii","C.K.Schneid.",350,2050,"NE"
"Thalictrum elegans Wall.","Thalictrum minus subsp. saxatile","Gaudin",950,4050,"NE"
"Thalictrum elegans Wall.","Thalictrum elegans","Wall. ex Royle",950,4050,"NE"
"Cotoneaster affinis Lindl.","Cotoneaster affinis","Lindl.",500,2300,"NE"
"Ranunculus munroanus J.R. Drumm. ex Dunn","Ranunculus munroanus","J.R.Drumm. ex Dunn",600,3600,"NE"
"Potentilla anserina L.","Argentina anserina","(L.) Rydb.",500,4100,"LC"
"Agrimonia aitchisonii Sch???_nbeck-Temesy","Agrimonia aitchisonii","Schönb.-Tem.",500,2500,"NE"
"Pyrus pashia Buch.-Ham. ex D. Don","Pyrus pashia","Buch.-Ham. ex D.Don",1300,1700,"LC"
"Rosa rubiginosa L.","Rosa rubiginosa","L.",NA,NA,"NE"
"Cotoneaster roseus Edgew.","Cotoneaster roseus","Edgew.",1550,1950,"NE"
"Potentilla leschenaultiana Ser.","Potentilla leschenaultiana","Ser.",1100,2900,"NE"
"Prunus persica (L.) Stokes","Prunus persica","(L.) Batsch",1650,1850,"NE"
"Ranunculus arvensis L.","Ranunculus arvensis","L.",1050,1450,"NE"
"Leptodermis parkeri Dunn","Leptodermis parkeri","Dunn",NA,NA,"NE"
"Prunus domestica L.","Prunus domestica","L.",350,2150,"DD"
"Potentilla curviseta Hook. fil.","Potentilla curviseta","Hook.f.",0,3600,"NE"
"Prunus dulcis (Mill.) D. A. Webb","Prunus avium","(L.) L.",500,2200,"NE"
"Prunus dulcis (Mill.) D. A. Webb","Prunus amygdalus","Batsch",500,2200,"NE"
"Berchemia edgeworthii Lawson","Berchemia edgeworthii","M.A.Lawson",1300,3100,"NE"
"Duchesnea indica (Jacks.) Focke","Potentilla indica","(Andrews) Th.Wolf",2010,2410,"NE"
"Clematis orientalis L.","Clematis orientalis","L.",2036.5,2536.5,"NE"
"Sibbaldianthe bifurca (L.) Kurtto & T. Erikss.","Sibbaldianthe bifurca","(L.) Kurtto & T.Erikss.",1127.5,4072.5,"NE"
"Cotoneaster rotundifolius Wall. ex Lindl.","Cotoneaster rotundifolius","Wall. ex Lindl.",1400,2600,"NE"
"Agrimonia pilosa Ledeb.","Agrimonia pilosa","Ledeb.",1400,2400,"NE"
"Cotoneaster integrifolius (Roxb.) Klotz","Cotoneaster integrifolius","(Roxb.) G.Klotz",1100,2600,"NE"
"Prunus cerasus L.","Prunus cerasus","L.",700,2800,"NE"
"Potentilla thomsonii Hand.-Mazz.","Potentilla pamirica","Th.Wolf",NA,NA,"NE"
"Delphinium koelzii Munz","Delphinium koelzii","Munz",NA,NA,"NE"
"Thalictrum reniforme Wall.","Thalictrum reniforme","Wall.",1250,2750,"NE"
"Delphinium densiflorum Duthie ex Huth","Delphinium densiflorum","Duthie ex Huth",1000,5000,"NE"
"Malus pumila Mill.","Malus domestica","(Suckow) Borkh.",350,2150,"NE"
"Cotoneaster nummularius Fisch. & C. A. Meyer","Cotoneaster lindleyi","Steud.",0,2600,"NE"
"Cotoneaster nummularius Fisch. & C. A. Meyer","Cotoneaster nummularius","Fisch. & C.A.Mey.",0,2600,"NE"
"Cotoneaster nummularius Fisch. & C. A. Meyer",NA,NA,0,2600,"NE"
"Geum elatum Wall.","Geum elatum","Wall. ex G.Don",1350,3350,"NE"
"Ziziphus oenopolia (L.) Mill.","Ziziphus oenopolia","(L.) Mill.",525,675,"LC"
"Ranunculus trichophyllus Chaix","Ranunculus trichophyllus","Chaix",2400,2800,"LC"
"Ziziphus oxyphylla Edgew.","Ziziphus oxyphylla","Edgew.",700,1100,"LC"
"Ranunculus longicaulis C. A. Mey.","Ranunculus longicaulis","Ledeb. ex A.Spreng.",NA,NA,"NE"
"Ranunculus longicaulis C. A. Mey.","Ranunculus longicaulis","Ledeb. ex A.Spreng.",NA,NA,"NE"
"Ranunculus lingua L.","Ranunculus lingua","L.",400,1400,"LC"
"Potentilla fructicosa Gray",NA,NA,2848,3152,"NE"
"Ranunculus sceleratus L.","Ranunculus sceleratus","L.",848,1152,"LC"
"Potentilla eriocarpa Wall.","Potentilla eriocarpa var. eriocarpa",NA,1153.5,3896.5,"NE"
"Geum urbanum L.","Geum urbanum","L.",900,2600,"NE"
"Cotoneaster integerrimus Medik.","Cotoneaster integerrimus","Medik.",268.5,4231.5,"NE"
"Cotoneaster brandisii G. Klotz","Cotoneaster integrifolius","(Roxb.) G.Klotz",NA,NA,"NE"
"Rubus nobilis Regel","Rubus × nobilis","Regel",980,2980,"NE"
"Clematis graveolens Lindl.","Clematis graveolens","Lindl.",1300,1700,"NE"
"Potentilla desertorum Bunge","Potentilla desertorum","Bunge",350,2850,"NE"
"Delphinium kamaonense Huth","Delphinium kamaonense","Huth",850,3650,"NE"
"Cotoneaster prostrata Baker","Cotoneaster integrifolius","(Roxb.) G.Klotz",NA,NA,"NE"
"Grevillea robusta A. Cunn. ex R. Br.","Grevillea robusta","A.Cunn. ex R.Br.",700,800,"LC"
"Cotoneaster bacillaris Wall. ex Lindl.","Cotoneaster affinis","Lindl.",1200,2700,"NE"
"Caltha palustris L.","Caltha palustris","L.",1600,3400,"LC"
"Ziziphus jujuba Miller","Ziziphus jujuba","Mill.",1050,1150,"LC"
"Ziziphus jujuba Miller","Ziziphus mauritiana var. mauritiana",NA,1050,1150,"LC"
"Ranunculus palmatifidus H. Riedl","Ranunculus palmatifidus","Riedl",NA,NA,"NE"
"Rhamnus virgata Roxb.","Rhamnus virgata","Roxb.",1500,2100,"LC"
"Ranunculus hirtellus Royle","Ranunculus hirtellus","Royle",1850,3650,"NE"
"Ziziphus nummularia (Burm. fil.) Wight & Walk.-Arn.","Ziziphus nummularia","(Burm.f.) Wight & Arn.",500,900,"NE"
"Trollius acaulis Lindl.","Trollius acaulis","Lindl.",1000,4000,"NE"
"Rhamnus purpureus Edgew.","Rhamnus purpurea","Edgew.",1250,2250,"NE"
"Aquilegia fragrans Benth.","Aquilegia fragrans","Benth.",800,2800,"NE"
"Ventilago denticulata Willd.","Ventilago denticulata","Willd.",600,700,"NE"
"Clematis connata DC.","Clematis connata","DC.",1500,2000,"NE"
"Cotoneaster obtusus Wall. ex Lindl.","Cotoneaster affinis","Lindl.",400,2100,"NE"
"Thalictrum pedunculatum Edgew.","Thalictrum pedunculatum","Edgew.",750,2650,"NE"
"Ziziphus xylopyrus Hochst. ex A.Rich.","Ziziphus xylopyrus","(Retz.) Willd.",559.5,659.5,"NE"
"Sageretia thea (Osbeck) M. C. Johnst.","Sageretia thea","(Osbeck) M.C.Johnst.",790.5,2009.5,"NE"
"Nigella damascena L.","Nigella damascena","L.",NA,NA,"NE"
"Sageretia filiformis (Roth ex Schult.) G. Don","Sageretia filiformis","(Roth) G.Don",1050,1450,"NE"
"Helinus lanceolatus Wall. ex Brandis","Helinus lanceolatus","Brandis",1050,1450,"NE"
"Prinsepia utilis Royle","Prinsepia utilis","Royle",993,1907,"NE"
"Aconitum laeve Royle","Aconitum laeve","Royle",1000,3000,"NE"
"Clematis tortuosa Wall. ex C.E.C.Fisch.","Clematis tortuosa","Wall. ex C.E.C.Fisch.",1450,2450,"NE"
"Cotoneaster microphyllus Wall. ex Lindl.","Cotoneaster microphyllus","Wall. ex Lindl.",2014.5,3385.5,"NE"
"Cotoneaster hissarica Pojark.","Cotoneaster hissaricus","Pojark.",NA,NA,"NE"
"Thalictrum foetidum L.","Thalictrum foetidum","L.",1600,3100,"NE"
"Clematis roylei Rehder","Clematis roylei","Rehder",950,1250,"NE"
"Anemone tetrasepala Royle","Anemonastrum tetrasepalum","(Royle) Holub",750,2850,"NE"
"Thalictrum rostellatum Hook. fil. & Thoms.","Thalictrum rostellatum","Hook.f. & Thomson",825,2825,"NE"
"Consolida ajacis (L.) Schur","Delphinium ajacis","L.",750,1050,"NE"
"Thalictrum javanicum Bl.","Thalictrum javanicum","Blume",1443,2357,"NE"
"Androsace sempervivoides Jacquem. ex Duby","Androsace sempervivoides","Jacquem. ex Duby",550,3550,"NE"
"Thalictrum alpinum L.","Thalictrum alpinum","L.",1100,3900,"NE"
"Hovenia acerba Lindl.","Hovenia acerba","Lindl.",900,1100,"LC"
"Paraquilegia microphylla (Royle) J. Drumm. & Hutch.","Paraquilegia microphylla","(Royle) J.R.Drumm. & Hutch.",1800,3200,"NE"
"Cotoneaster buxifolius Lindl.","Cotoneaster buxifolius","Wall. ex Lindl.",457.5,2438.5,"NE"
"Cotoneaster buxifolius Lindl.",NA,NA,457.5,2438.5,"NE"
"Ranunculus hyperboreus Rottb.","Ranunculus hyperboreus","Rottb.",533.5,4039.5,"LC"
"Thalictrum foliolosum DC.","Thalictrum foliolosum","DC.",1700,2300,"NE"
"Thalictrum minus Linnaeus","Thalictrum minus","L.",1500,2000,"NE"
"Delphinium lacostei Danguy","Delphinium lacostei","Danguy",NA,NA,"NE"
"Anemone polyanthes D. Don","Anemonastrum polyanthes","(D.Don) Holub",1250,3250,"NE"
"Thalictrum virgatum Hook. fil. & Thomson","Thalictrum virgatum","Hook.f. & Thomson",1250,3250,"NE"
"Adonis aestivalis L.","Adonis aestivalis","L.",650,2350,"NE"
"Ranunculus sardous Cr.","Ranunculus sardous","Crantz",200,1300,"NE"
"Fragaria vesca L.","Fragaria vesca","L.",1155,2655,"NE"
"Oxygraphis polypetala Royle ex D. Don","Oxygraphis endlicheri","(Walp.) Bennet & Sum.Chandra",1400,3600,"NE"
"Cotoneaster duthieanus (C. K. Schneider) Klotz","Cotoneaster adpressus","Bois",750,3750,"NE"
"Anemone obtusiloba D.Don","Anemonastrum obtusilobum","(D.Don) Mosyakin",1250,3250,"NE"
"Paraquilegia uniflora (Aitch. & Hemsl.) J. Drumm. & Hutch.","Paraquilegia uniflora","(Aitch. & Hemsl.) J.R.Drumm. & Hutch.",NA,NA,"NE"
"Lysimachia ferruginea Edgew.","Lysimachia deltoidea var. deltoidea",NA,1195,1695,"NE"
"Ranunculus adoxifolius Hand.-Mazz.","Ranunculus adoxifolius","Hand.-Mazz.",650,3650,"NE"
"Clematis acuminata DC.","Clematis acuminata","DC.",1400,1600,"NE"
"Monochoria vaginalis (Burm. f.) C.Presl","Pontederia vaginalis","Burm.f.",1150,1250,"LC"
"Paraquilegia anemonoides (Willd.) Engl. ex O.E. Ulbr.","Paraquilegia anemonoides","(Willd.) Ulbr.",500,4000,"NE"
"Paraquilegia anemonoides (Willd.) Engl. ex O.E. Ulbr.","Isopyrum anemonoides","Kar. & Kir.",500,4000,"NE"
"Ranunculus brotherusii Freyn","Ranunculus brotherusii","Freyn",1220,3780,"NE"
"Anemone rupicola Cambess.","Eriocapitella rupicola","(Cambess.) Christenh. & Byng",1100,3700,"NE"
"Thalictrum cultratum Wall.","Thalictrum cultratum","Wall.",950,3250,"NE"
"Rhamnus prostrata Jacq.","Rhamnus myrtifolia","Willk.",850,3850,"NE"
"Rhamnus prostrata Jacq.","Rhamnus darii","Govaerts",850,3850,"NE"
"Nigella sativa L.","Nigella sativa","L.",250,650,"NE"
"Primula sessilis Royle ex Craib","Primula sessilis","Royle ex Craib",1250,2450,"NE"
"Aconitum ferox Wall. ex Seringe","Aconitum ferox","Wall. ex Ser.",1450,3550,"NE"
"Ranunculus trivedii B.S. Aswal & B.N. Mehrotra","Ranunculus trivedii","Aswal & Mehrotra",NA,NA,"NE"
"Cotoneaster falconeri Klotz","Cotoneaster nummularius","Fisch. & C.A.Mey.",NA,NA,"NE"
"Ranunculus diffusus DC.","Ranunculus diffusus","DC.",1550,2450,"NE"
"Primula obtusifolia Royle","Primula obtusifolia","Royle",350,3850,"NE"
"Clematis buchananiana DC.","Clematis buchananiana","DC.",1450,1550,"NE"
"Delphinium cashmerianum Royle","Delphinium cashmerianum","Royle",936.5,3636.5,"NE"
"Anemone vitifolia Buch.-Ham. ex DC.","Eriocapitella vitifolia","(Buch.-Ham. ex DC.) Nakai",1000,2300,"NE"
"Delphinium roylei Munz","Delphinium roylei","Munz",1100,2900,"NE"
"Myrsine africana L.","Myrsine africana","L.",1150,1550,"NE"
"Thalictrum saniculiforme DC.","Thalictrum saniculiforme","DC.",1100,2900,"NE"
"Ranunculus pulchellus C.A. Mey.","Ranunculus pulchellus","Ledeb. ex Spreng.",1441,3741,"NE"
"Delphinium vestitum Wall.","Delphinium uncinatum","Hook.f. & Thomson",1350,3350,"NE"
